ConceptId	Synonyms
164066005	On examination - tuning fork testing
164067001	On examination - tuning fork test normal
164068006	O/E - conductive deafness
164068006	On examination - tune fork=conductive deaf
164069003	On examination - tune fork=perceptive deaf
164069003	O/E - perceptive deafness
164070002	On examination - High tone deafness
164072005	On examination - nystagmus
164073000	On examination - no nystagmus
164074006	On examination - visual nystagmus
164076008	On examination - nystagmus - central nervous system-regular
164076008	On examination - nystagmus - CNS -regular
164078009	On examination - uvula movement
164079001	On examination - uvula movement normal
164080003	On examination - uvula deviated left
164081004	On examination - uvula deviated right
164083001	On examination - smell tested
164084007	On examination - smell normal
164085008	On examination - smell abnormal
164086009	On examination - anosmia
164088005	On examination - cranial nerves 3,4 + 6
164090006	On examination - cranial nerve 3 - intact
16409009	Retroperitoneal tuberculosis
164091005	On examination - cranial nerve 3 - palsy
164092003	On examination - cranial nerve 3-paralysis
164093008	On examination - cranial nerve 4 - intact
164094002	On examination - cranial nerve 4 - palsy
164095001	On examination - cranial nerve 4-paralysis
164096000	On examination - cranial nerve 6 - intact
164097009	On examination - cranial nerve 6 - palsy
164098004	On examination - cranial nerve 6-paralysis
16409881000119106	History of posterior ischemic optic neuropathy
164100004	On examination - cranial nerves 5 + 7
164101000	On examination - cranial nerves 5+7 intact
164102007	On examination - cranial nerve 5 - intact
164103002	On examination - cranial nerve 5 - palsy
164104008	On examination - cranial nerve 5-paralysis
164105009	On examination - cranial nerve 7 - intact
164106005	On examination - cranial nerve 7-palsy-lower motor neuron
164107001	On examination - cranial 7 -paralysis -LMN
164107001	On examination - cranial 7 -paralysis-lower motor neuron
164109003	On examination - cranial nerve -palsy -UMN
164109003	On examination - cranial nerve -palsy -upper motor neuron
164110008	On examination - cranial 7 -paralysis-upper motor neuron
164110008	On examination - cranial 7 -paralysis-UMN
164112000	On examination - cranial nerves 9,10,11+12
164113005	On examination - cranials 9,10,11+12 intact
164114004	On examination - cranials 9 + 10 intact
164115003	On examination - cranials 9 + 10 palsy
164116002	On examination - cranials 9+10 paralysis
164117006	On examination - cranial nerve 11 -intact
164118001	On examination - cranial nerve 11 - palsy
164119009	On examination - cranial nerve 11 paralysis
164120003	On examination - cranial nerve 12 -intact
164121004	On examination - cranial nerve 12 - palsy
164122006	On examination - cranial nerve 12 paralysis
164137005	On examination - haemopoietic system - no abnormality detected
164137005	On examination - haemopoietic system NAD
164137005	On examination - hemopoietic system NAD
164137005	On examination - hemopoietic system - no abnormality detected
164137005	O/E - hemopoietic system NAD
164139008	O/E - anaemic
164139008	O/E - anemia
164139008	On examination - anaemia
164139008	O/E - anemic
164139008	On examination - anemia
164140005	O/E - not clinically anemic
164140005	On examination - not clinically anemic
164140005	On examination - not clinically anaemic
164141009	On examination - equivocally anemic
164141009	O/E - equivocally anemic
164141009	On examination - equivocally anaemic
164142002	O/E - clinically anemic
164142002	On examination - clinically anaemic
164142002	On examination - clinically anemic
164143007	O/E - profoundly anemic
164143007	On examination - profoundly anemic
164143007	On examination - profoundly anaemic
164148003	On examination - sub-mental lymphadenopathy
164150006	On examination - axillary lymphadenopathy
164151005	On examination - inguinal lymphadenopathy
164152003	On examination - popliteal lymphadenopathy
164154002	On examination - lymph node character
164155001	On examination - lymph nodes firm
16415501000119100	Acute visceral ischemia
164156000	On examination - lymph nodes hard
164157009	On examination - lymph nodes tethered
164158004	On examination - lymph nodes discrete
164159007	On examination - lymph nodes fluctuant
164160002	On examination - lymph nodes tender
164162005	On examination - splenomegaly
164162005	O/E - spleen enlarged
164164006	On examination - spleen just palpable
164165007	On examination - moderate splenomegaly
164166008	On examination - gross splenomegaly
164167004	On examination - painful splenomegaly
164169001	On examination - Hess test for purpura
164170000	On examination - Hess test negative
164171001	On examination - Hess test positive
164176006	Ear, nose and throat examination not performed
164177002	Ear, nose and throat examination - no abnormality detected
164177002	Ear, nose and throat examination - NAD
164182009	O/E - nose discharge
164182009	On examination - nasal discharge
164183004	On examination - no nasal discharge
164184005	On examination - rhinorrhea
164184005	On examination - rhinorrhoea
164184005	O/E - rhinorrhea
164185006	On examination - nasal discharge-foul smell
164187003	On examination epistaxis
164191008	On examination - anterior rhinoscopy-NAD
164191008	On examination - anterior rhinoscopy - no abnormality detected
164192001	On examination - foreign body in nose
164194000	On examination - nasal septum deflected
164195004	On examination - nasal septum perforated
164196003	On examination - nasal mucosa edematous
164196003	On examination - nasal mucosa oedematous
164196003	O/E - nasal mucosa edematous
16419651000119103	Dependence on biphasic positive airway pressure ventilation due to central sleep apnea syndrome
164197007	On examination - nasal mucosa wet/boggy
16419701000119108	Vitreoretinal tuft of bilateral eyes
16419701000119108	Vitreoretinal tuft of both eyes
164198002	On examination - nasal mucosa pale
164199005	On examination - nasal mucosa hyperaemic
164199005	On examination - nasal mucosa hyperemic
164199005	O/E - nasal mucosa hyperemic
164200008	O/E - Little's area hyperemic
164200008	On examination - Little's area hyperemic
164200008	On examination - Little's area hyperaemic
164202000	On examination - posterior rhinoscopy
164203005	On examination - posterior rhinoscopy NAD
164203005	On examination - posterior rhinoscopy - no abnormality detected
164204004	On examination - adenoid hypertrophy
164206002	O/E - ear auricle
164206002	On examination - auricle of ear
164207006	On examination - auricle of ear - no abnormality detected
164208001	On examination - auricle of ear - tophi
164211000	On examination - discharge from ear
164213002	On examination - serous ear discharge
164214008	On examination - waxy ear discharge
164215009	On examination - purulent ear discharge
164216005	On examination - bloodstained ear discharge
164217001	On examination - blood from ear
164219003	On examination - painful ear
164221008	On examination - ear auricle painful
164222001	On examination - pain over mastoid
164222001	O/E - mastoid tender
164224000	On examination - auditory canal
164225004	On examination - auditory canal - no abnormality detected
164225004	On examination - auditory canal - NAD
164226003	On examination - wax in auditory canal
164226003	O/E - wax in ear
164227007	On examination - foreign body in ear
164228002	On examination - debris in auditory canal
164229005	On examination - blood in auditory canal
164232008	On examination - tympanic membrane normal
164233003	On examination - otoscopy:dull light reflex
164234009	On examination - otoscopy:no light reflex
164235005	On examination - tympanic membrane pink
164236006	On examination - tympanic membrane red
164237002	On examination - tympanic membrane bulging
164240002	On examination - tympanic membrane tear
164241003	On examination - otoscopy:fluid-middle ear
164242005	On examination - tympanic membrane retracted
164244006	On examination - paranasal sinuses
164245007	On examination - paranasal sinuses - NAD
164245007	On examination - paranasal sinuses - no abnormality detected
164246008	On examination - maxillary sinus tenderness
164247004	On examination - frontal sinus tenderness
164248009	On examination - maxillary sinus transillumination
164251002	On examination - tonsils normal/healthy
164252009	O/E - tonsils hyperemic
164252009	On examination - tonsils hyperaemic
164252009	On examination - tonsils hyperemic
164254005	On examination - tonsils grossly enlarged
164255006	On examination - tonsils - quinsy present
164255006	O/E - quinsy present
164256007	On examination - follicular tonsillitis
164258008	On examination - pharynx
164260005	On examination - granular pharyngitis
164265000	On examination - laryngoscopy NAD
164265000	On examination - laryngoscopy no abnormality detected
164266004	On examination - vocal cords pink +edema
164266004	O/E - vocal cords pink +edema
164267008	On examination - vocal cords thickened
164268003	On examination - vocal cord nodule
164269006	On examination - laryngoscopy=singers nodes
164270007	On examination - laryngoscopy abnormal
16427007	Delta thalassemia
164272004	On examination - laryngeal signs
164273009	On examination - no laryngeal signs
164274003	On examination - stridor present
164275002	On examination - respiratory obstruction
164276001	On examination - hoarseness
164277005	On examination - dysphonia
164278000	On examination - aphonia
164279008	On examination - throat hemorrhage
164279008	O/E - throat hemorrhage
164279008	On examination - throat haemorrhage
164281005	On examination - nasopharyngeal signs
164282003	O/E - edema of turbinates
164282003	On examination oedema of nasal turbinate
164282003	On examination edema of nasal turbinate
164285001	On examination - fever - general
164287009	On examination - fever examination - no abnormality detected
164287009	On examination - fever examination - NAD
164288004	On examination - pyrexia of unknown origin
164288004	O/E - pyrexia of unknown cause
164290003	On examination - method fever registered
16429005	Cutaneous larva migrans caused by Ancylostoma braziliense
164292006	On examination - axillary temperature
164293001	On examination - groin temperature
164294007	On examination - rectal temperature
164295008	On examination - core temperature
164296009	On examination - skin strip temperature
164299002	On examination - level of fever
164299002	O/E - temperature level
164300005	On examination - temperature normal
164301009	On examination - temperature low
164302002	On examination - hypothermia - less than 32 degrees Celsius
164303007	On examination - temperature elevated
164304001	On examination - hyperpyrexia - greater than 40.5 degrees Celsius
164306004	O/E - temperature character
164306004	On examination - character of fever
164307008	On examination - fever - acute rise
164308003	On examination - fever - gradual rise
164309006	On examination - fever - continuous
164311002	On examination - fever - remittent
164312009	On examination - fever - intermittent
164313004	On examination - staircase fever
164314005	On examination - fever - irregular
164315006	On examination - fever - fast fall-crisis
164316007	On examination - fever-gradual fall-lysis
164322003	On examination - skin examined - NAD
164322003	On examination - skin examined - no abnormality detected
164323008	On examination - dry skin
164325001	On examination - rough skin
164328004	On examination - macules
164329007	On examination - no macules
164330002	On examination - macules present
164331003	On examination - petechiae present
164333000	On examination - capillary naevi present
164333000	On examination - capillary nevi present
164333000	O/E - capillary nevi present
164335007	On examination - papules
164336008	On examination - papules not present
164337004	On examination - papules present
164339001	On examination - nodules in skin
16434071000119108	At increased risk of cardiovascular disease
164341000	On examination - skin nodules present
164345009	On examination - vesicles present
16434671000119101	Cystic fibrosis screen positive, inconclusive diagnosis
164348006	On examination - skin bullae not present
164350003	On examination - serous bullae
164351004	On examination - seropurulent bullae
164352006	On examination - haemorrhagic bullae
164352006	On examination - hemorrhagic bullae
164352006	O/E - hemorrhagic bullae
164354007	On examination - pustules
164355008	On examination - no pustules present
164356009	On examination - pustules present
164357000	On examination - purulent pustules
164358005	On examination - deep seated pustules
164359002	On examination - follicular pustules
164361006	On examination - wheals present
164361006	On examination - weals present
164362004	On examination - wheals not present
164362004	On examination - weals not present
164365002	O/E - scaling on skin
164365002	On examination - skin scales
164366001	On examination - skin scales not present
164368000	On examination - skin - small scales
164369008	On examination - skin - large scales
164371008	On examination - skin burrows
164372001	On examination - no skin burrows
164373006	On examination - skin burrows present
164375004	On examination - blackheads
164376003	On examination - blackheads not present
164379005	On examination - skin plaques
164380008	On examination - no skin plaque
164381007	On examination - skin plaques present
16438171000119103	Right greater trochanteric pain syndrome of lower limb
16438211000119101	Greater trochanteric pain syndrome of bilateral lower limbs
16438211000119101	Greater trochanteric pain syndrome of both lower limbs
16438251000119100	Left greater trochanteric pain syndrome of lower limb
164385003	On examination - skin cyst present
164386002	On examination - eyebrow cyst present
164387006	On examination - scalp cyst present
164389009	On examination - skin fissures (rhagades)
164389009	O/E - skin fissure
164389009	O/E - rhagades
164389009	O/E - cracked skin
164390000	On examination - no skin fissures
164391001	On examination - skin fissures present
164392008	On examination - cracked skin of feet
164393003	On examination - cracked skin of hands
164399004	On examination - skin scar
164400006	On examination - no skin scarring
164401005	On examination - operation scar
164402003	On examination - injury scar
164403008	On examination - suppuration scar
164405001	On examination - skin crust
164407009	On examination - skin crust present
164408004	On examination - nose crusting
164409007	On examination - skin crust - blood
164409007	On examination - blood crust on skin
164410002	On examination - skin crust - pus
164410002	On examination - pus crust on skin
164412005	On examination - serum crust on skin
164412005	On examination - skin crust - serum
164414006	On examination - sinus in skin
164415007	On examination - skin sinus not present
164416008	On examination - skin sinus-post operation
164417004	On examination - skin sinus -after injury
164418009	On examination - suppuration skin sinus
164420007	On examination - skin tags
16442005	Leontiasis ossea
16442005	Leonine bones
164421006	On examination - Peeling skin
16442141000119109	Left periorbital eye pain
16442181000119104	Right periorbital eye pain
164422004	On examination - lichenified skin
16442221000119107	Periorbital pain of bilateral eyes
16442221000119107	Periorbital pain of both eyes
164423009	On examination - skin colour
164423009	On examination - skin color
164423009	O/E skin color
164424003	On examination - skin red
164425002	On examination - red nose
164426001	On examination - tenderness of skin
164427005	On examination - discoid rash
164428000	On examination - milia
164444009	On examination - extremities - general
164446006	On examination - extremities - no abnormality detected
164446006	On examination - extremities NAD
164447002	On examination - cold extremities
164447002	O/E - cold peripheries
164449004	On examination - hands
164450004	On examination - hands NAD
164450004	On examination - hands - no abnormality detected
164451000	On examination - hands rough/grimy
164452007	On examination - hands - big, spade-like
164453002	O/E - arachnodactyly
164453002	On examination - hands - arachnodactyly
164454008	On examination - hands - ulnar deviation
164454008	O/E - ulnar deviation
164455009	On examination - hands - Heberden's nodes
164455009	On examination - hands - Heberden nodes
164456005	On examination - hands-rheumatoid spindling
164457001	On examination - hands - finger clubbing
164457001	O/E - finger clubbing
164458006	On examination - hands - vascular changes
164462000	On examination - nails
164463005	On examination - nails - no abnormality detected
164463005	On examination - nails - NAD
164464004	On examination - nails ridged
164465003	On examination - nails brittle
164466002	O/E - koilonychia
164466002	On examination - nails - koilonychia
164467006	On examination - nails - pitting
164468001	On examination - nails - splinter hemorrhage
16447004	Vas deferens stricture
164471009	On examination - legs
164472002	On examination - legs NAD
164472002	On examination - legs - no abnormality detected
164480009	On examination - foot
164481008	On examination - equinovarus
164482001	On examination - foot abnormal
164486003	On examination - in turning feet
164503006	Orthopedic exam. not done
164503006	Orthopedic examination not done
164503006	Orthopaedic examination not done
164504000	Orthopedic exam. - NAD
164504000	Orthopaedic examination - NAD
164504000	Orthopedic examination - NAD
164504000	Orthopedic examination - no abnormality detected
164506003	O/E - abnormal joint
164506003	On examination - joint abnormal
164507007	On examination - no joint abnormality
164508002	On examination - multiple joint abnormal
164510000	On examination - elbow joint abnormal
164511001	On examination - wrist joint abnormal
164513003	On examination - hand joint abnormal
164514009	On examination - finger joint abnormal
164515005	On examination - hip joint abnormal
164516006	On examination - knee joint abnormal
164517002	On examination - locked knee
164518007	On examination - ankle joint abnormal
164519004	On examination - foot joint abnormal
164520005	On examination - toe joint abnormal
164521009	On examination - neck joint abnormal
164522002	On examination - locked joint
164524001	On examination - joint swelling
164524001	O/E - swelling - joint
164526004	On examination - joint effusion present
164527008	On examination - joint synovial thickening
164528003	On examination - joint:bone end thickened
164530001	On examination - joint movement
164531002	On examination of joint movement, no abnormality detected
164531002	On examination - joint movement NAD
164532009	On examination - abnormal joint movement
164533004	On examination - reduced joint movement
164534005	On examination - reduced movement of spine
164535006	On examination - reduced movement of arm
164536007	On examination - reduced movement of wrist
164537003	On examination - reduced movement of hip
164538008	On examination - joint - passive greater than active movement
164539000	On examination - joint movement painful
164540003	On examination - joint crepitation
164542006	On examination - joint stability
164543001	On examination - joint stable
164544007	On examination - fixed joint deformity
164545008	On examination - unfixed joint deformity
164546009	On examination - joint unstable
164550002	On examination - joint stiff
164552005	On examination - joint power
164553000	On examination - joint power normal
164554006	On examination - joint moves against resist
164555007	On examination - joint move against gravity
164556008	On examination - joint moves with gravity
164557004	On examination - joint-flicker of movement
164558009	On examination - no joint contraction
164560006	On examination - spine abnormal
164561005	On examination - spine - no abnormality detected
164561005	On examination - spine - NAD
164562003	On examination - cervical spine abnormal
164563008	On examination - thoracic spine abnormal
164564002	On examination - lumbar spine abnormal
164565001	On examination - sacrum abnormal
164566000	On examination - coccyx abnormal
164568004	On examination - straight leg raising
164569007	On examination - straight leg raising normal - left right
164570008	On examination - straight leg raising reduced on left
164571007	On examination - straight leg raising reduced on right
164574004	On examination - no bone abnormal
164575003	On examination - multiple bones abnormal
164576002	On examination - shoulder bone abnormal
164577006	On examination - upper arm bone abnormal
164578001	On examination - forearm bone abnormal
164579009	On examination - hand bone abnormal
164580007	On examination - pelvic bone abnormal
164581006	O/E - thigh bone abnormal
164581006	On examination - thigh bone abnormal
164582004	On examination lower leg bone abnormal
164582004	On examination - lower leg bone abnormal
164583009	On examination - foot bone abnormal
164584003	On examination - rib abnormal
164585002	On examination - skull abnormal
164587005	On examination - bone abnormality
164588000	On examination - no bone abnormality
164589008	On examination - bone deformed
16459000	Chapped lips
16459000	Dry lips
164590004	On examination - bone shortened
164591000	On examination - bone - unusual posture
164592007	On examination - bone-abnormal prominence
164593002	On examination - bone-abnormal thickness
164594008	On examination - bone-abnormal movement
164595009	On examination - bone - crepitus
164598006	On examination - no soft tissue abnormality
164599003	On examination - soft tissue swelling-gen
164600000	On examination - soft tissue swelling-local
164601001	On examination - soft tissue crepitus
164603003	On examination - skin color over lesion
164603003	O/E - skin color over lesion
164603003	On examination - skin colour over lesion
164604009	On examination - skin over lesion-normal
164605005	On examination - skin red over lesion
164606006	On examination - skin pigmented over lesion
164607002	On examination - skin shiny over lesion
164608007	On examination - skin cyanosed over lesion
164612001	On examination - skin over lesion cold
164614000	On examination - skin over lesion warm
164615004	On examination - skin over lesion hot
164619005	On examination - general sign
164620004	On examination - a lump
164621000	On examination - a swelling
164622007	On examination - a deformity
164624008	On examination - bruising
164625009	On examination - gangrene
164626005	On examination - phlebitis
164632000	On examination - site of sign
164633005	On examination - sign - head/neck
164634004	On examination - sign - chest wall
164635003	On examination - sign - abdominal wall
164636002	On examination - sign - bone of trunk
164637006	On examination - sign - genital area
164638001	On examination - sign - upper limb
164639009	On examination - sign - wrist/hand
164640006	On examination - sign - lower limb
16464001	Carbon tetrachloride causing toxic effect
16464001	Carbon tetrachloride poisoning
164641005	On examination - sign - ankle/foot
164643008	On examination - plane of sign
164644002	On examination - sign in skin
164645001	On examination - sign - subcutaneous
164646000	On examination - sign - in muscle
16464661000119103	History of IV (intravenous) drug abuse
164647009	On examination - sign - in tendon
164648004	On examination - sign - in nerve
164649007	On examination - sign - in bone
164650007	On examination - sign attached to organ
164652004	On examination - size of sign
164653009	On examination - sign pea sized
164654003	On examination - sign plum sized
164655002	On examination - sign tangerine sized
164656001	On examination - sign orange sized
164657005	On examination - sign grapefruit sized
164658000	On examination - sign melon sized
164659008	On examination - sign massive
164660003	On examination - consistency of sign
164661004	On examination - sign very soft
164662006	On examination - sign soft
164663001	On examination - sign firm
164664007	On examination - sign hard
164665008	On examination - sign stony hard
164667000	On examination - shape of sign
164668005	On examination - sign round
164669002	On examination - sign flattened
164670001	On examination - sign regular
164671002	On examination - sign irregular
164673004	On examination - localisation of sign
164673004	On examination - localization of sign
164673004	O/E - localization of sign
164674005	On examination - sign localized/discrete
164674005	O/E - sign localized/discrete
164675006	On examination - sign diffuse
164677003	O/E - surface of sign
164677003	On examination - sign surface contour
164677003	O/E - sign surface
164677003	O/E - contour of sign
164678008	On examination - sign surface smooth
164679000	On examination - sign surface irregular
164681003	On examination - tethering of sign
164682005	On examination - sign not tethered
164683000	On examination - sign tethered
164684006	On examination - sign tethered to skin
164686008	On examination - tethered to deep
164688009	O/E - painful sign
164688009	On examination - sign painful
164689001	On examination - sign not painful
16468941000119103	Jejunostomy malfunction
164690005	On examination - sign slightly painful
164691009	On examination - sign moderately painful
164692002	On examination - sign very painful
164694001	On examination - sign pulsatile
164695000	On examination - sign not pulsatile
1647007	Poisoning caused by primaquine
1647007	Primaquine poisoning
164717000	Electroencephalogram normal
164722000	EMG - Electromyography normal
16475231000119102	Meibomitis of bilateral upper eyelids
16475231000119102	Meibomianitis of both upper eyelids
16475231000119102	Meibomianitis of bilateral upper eyelids
16475271000119104	Meibomianitis of bilateral lower eyelids
16475271000119104	Meibomitis of bilateral lower eyelids
16475271000119104	Meibomitis of both lower eyelids
16475271000119104	Meibomianitis of both lower eyelids
16475431000119103	History of terminal esophageal web
16475431000119103	History of terminal oesophageal web
16475471000119100	History of herpes simplex of eye
164766003	Special ear, nose and throat procedure not done
16476641000119100	Acquired dural arteriovenous fistula of cerebrum
164767007	Special ear, nose and throat procedure done
164768002	Special ear, nose and throat procedure normal
164769005	Special ear, nose and throat procedure abnormal
16477021000119103	Anterior subcapsular polar senile cataract of both eyes
16477021000119103	Anterior subcapsular polar senile cataract of bilateral eyes
164776000	Special CVS test not done
164777009	Special CVS test done
16477701000119105	Dissection of celiac artery
164778004	Special CVS test normal
164779007	Special CVS test abnormal
164786004	Special gastrointestinal tract test not done
164787008	Special gastrointestinal tract test done
164788003	Special gastrointestinal tract test normal
164789006	Special gastrointestinal tract test abnormal
1648002	Inflammatory pseudotumor of lung
1648002	Inflammatory pseudotumour of lung
1648002	Lymphocytic pseudotumor of lung
164846002	Electrocardiogram requested
16485001	Tonsillar ulcer
164851008	Ambulatory electrocardiogram normal
164852001	Ambulatory electrocardiogram abnormal
164853006	Electrocardiogram not done
164854000	ECG within normal limits
164854000	Electrocardiogram normal
164854000	ECG within normal limits for age and sex
164861001	EKG myocardial ischemia
164861001	Electrocardiographic myocardial ischaemia
164861001	Electrocardiographic myocardial ischemia
164862008	ECG no myocardial ischemia
164862008	Electrocardiogram: no myocardial ischemia
164862008	Electrocardiogram: no myocardial ischaemia
164865005	EKG: myocardial infarction
164865005	Electrocardiographic myocardial infarction
164865005	Electrocardiogram finding of infarction
164866006	Electrocardiogram: no myocardial infarction
164867002	EKG: old myocardial infarction
164867002	Electrocardiographic old myocardial infarction
164868007	ECG: antero-septal infarct
164868007	Electrocardiogram: anteroseptal infarction
164868007	ECG: anteroseptal infarction
164869004	EKG:posterior/inferior infarct
164869004	Electrocardiographic posterior/inferior infarct
164870003	EKG: subendocardial infarct
164870003	Electrocardiographic subendocardial infarct
164871004	ECG: lateral infarction
164871004	Electrocardiogram: lateral infarction
164873001	ECG: Left ventricular hypertrophy
164873001	EKG:left ventricle hypertrophy
164873001	ECG: LVH
164873001	Electrocardiographic left ventricle hypertrophy
164874007	Electrocardiogram: no left ventricle hypertrophy
164877000	Electrocardiographic right ventricular hypertrophy
164877000	ECG: RVH - right ventricle hypertrophy
164877000	EKG: right ventricle hypertrophy
164878005	Electrocardiogram: no right ventricle hypertrophy
164881000	Electrocardiogram: ectopic beats
164881000119109	Foot ulcer due to type 1 diabetes mellitus
164882007	Electrocardiogram: no ectopic beats
164883002	Electrocardiogram: extrasystole
164884008	Electrocardiogram: ventricular ectopics
164884008	ECG: PVCs - Premature ventricular complexes
164885009	ECG - electrocardiogram atrial premature beats
164885009	ECG: atrial extrasystoles
164885009	ECG: premature atrial contractions
164885009	ECG: atrial premature complexes
164885009	EKG: atrial ectopics
164885009	Electrocardiographic atrial ectopics
164887001	Electrocardiographic supraventricular arrhythmia
164887001	EKG: supraventricular arrhythmia
164889003	Electrocardiographic atrial fibrillation
164890007	Electrocardiographic atrial flutter
164890007	EKG: atrial flutter
164891006	ECG: paroxysmal atrial tachycardia
164893009	EKG: ventricular arrhythmia
164893009	Electrocardiographic ventricular arrhythmia
164894003	Electrocardiogram: no ventricular arrhythmia
164895002	Electrocardiographic ventricular tachycardia
164895002	EKG: ventricular tachycardia
164896001	Electrocardiographic ventricular fibrillation
164896001	EKG: ventricular fibrillation
164898000	Electrocardiographic heart block
164898000	EKG: heart block
164899008	Electrocardiogram: no heart block
164900003	Electrocardiogram: partial sinoatrial block
164901004	Electrocardiographic complete sinoatrial block
164901004	EKG: complete sinoatrial block
164902006	Electrocardiogram: partial atrioventricular block - long PR
164903001	Electrocardiogram: partial atrioventricular block - 2:1
164904007	Electrocardiogram: partial atrioventricular block - 3:1
164905008	Electrocardiogram: Wenckebach phenomenon
164905008	Mobitz type I incomplete atrioventricular block on electrocardiogram
164905008	ECG: Wenckebach phenomenon
164906009	Electrocardiographic complete atrioventricular block
164906009	EKG: complete atrioventricular block
164907000	Electrocardiographic right bundle branch block
164907000	Right bundle branch block (RBBB) on electrocardiogram
164907000	EKG: right bundle branch block
164909002	EKG: left bundle branch block
164909002	ECG: LBBB - left bundle branch block
164909002	Electrocardiographic left bundle branch block
164911006	EKG: P wave normal
164911006	Electrocardiographic P wave normal
164912004	Electrocardiographic P wave abnormal
164912004	EKG: P wave abnormal
164913009	P mitrale by electrocardiogram
164913009	P mitrale by EKG
164914003	P pulmonale by EKG
164914003	P pulmonale by electrocardiogram
164916001	Electrocardiogram: Q wave normal
164917005	Electrocardiographic Q wave abnormal
164917005	EKG: Q wave abnormal
164920002	Electrocardiogram: R wave normal
164921003	Electrocardiographic R wave abnormal
164921003	EKG: R wave abnormal
164924006	Electrocardiogram: S wave normal
164925007	Electrocardiographic S wave abnormal
164925007	EKG: S wave abnormal
164929001	ECG: S-T interval normal
164929001	Electrocardiogram: ST interval normal
164930006	Electrocardiographic ST interval abnormal
164930006	ECG: S-T interval abnormal
164933008	Electrocardiogram: T wave normal
164934002	Electrocardiographic T wave abnormal
164934002	EKG: T wave abnormal
164936000	Electrocardiogram: U wave normal
164937009	EKG: U wave abnormal
164937009	Electrocardiographic U wave abnormal
164938004	Electrocardiogram: U wave exaggerated
164940009	Finding of electrocardiogram F wave
164941008	Electrocardiogram: F wave absent
164942001	Electrocardiogram: F wave present
164945004	Electrocardiogram: P-R interval normal
164946003	Electrocardiographic P-R interval abnormal
164946003	EKG: P-R interval abnormal
164947007	Prolonged P-R interval
164950005	Electrocardiogram: QRS complex normal
164951009	EKG: QRS complex abnormal
164951009	Electrocardiographic QRS complex abnormal
164955000	Electrocardiogram: Q-T interval normal
164956004	Electrocardiogram: Q-T interval abnormal
164980000	Delayed reaction PPD
164986006	Kveim test nodule absent
164987002	Kveim test nodule present
165002	Accident-prone
165002	Accident proneness
165039000	Forced vital capacity normal
165040003	Forced vital capacity abnormal
165042006	Forced expiratory volume (FEV) normal
165042006	Forced expiratory volume normal
165043001	Forced expiratory volume in one second (FEV1)/Forced vital capacity (FVC) ratio normal
165043001	Forced expiratory volume in one second/forced vital capacity ratio normal
165044007	Forced expiratory volume in one second/forced vital capacity ratio abnormal
165044007	Forced expiratory volume in one second (FEV1)/Forced vital capacity (FVC) ratio abnormal
16506000	Bipolar I disorder, most recent episode mixed
165082004	Exercise ECG normal
165082004	Negative exercise ECG test
165084003	Positive exercise ECG test
165084003	Exercise ECG abnormal
165084003	Exercise ECG positive
1651000119109	Pancreatic adenocarcinoma
165106000	Metabolic function not normal
16511000000107	MRE (medical record envelope) kept for further details
165121006	Non-surgical biopsy done
165123009	Non-surgical biopsy normal
165124003	Non-surgical biopsy abnormal
16513000	Postchordotomy pain
165131004	Surgical biopsy normal
165132006	Surgical biopsy abnormal
16514006	Skin wetness
16514006	Wet skin
165179006	Intelligence quotient normal
165185004	Dermatoglyphs
165185004	Skin lines
165220001	Disability assessment-physical
165232002	Leaking of urine
165232002	Bladder: incontinent
165232002	Unable to hold urine
165232002	Loss of bladder control
165232002	UI - Urinary incontinence
165232002	Unable to control bladder
165232002	Lack of bladder control
165232002	Incontinence of urine
165232002	Involuntary urination
165232002	Urine incontinence
165232002	Unable to hold fluids
165232002	Absence of bladder continence
165232002	Bladder incontinence
165232002	Unable to prevent bladder emptying
165232002	Weak bladder
165245003	Able to walk unaided
165259005	Superficial pressure sore
165260000	Deep pressure sore
165261001	Deep and superficial pressure sore
165264009	Walks in 1 minute 0-29 meters
165264009	Walks 0-29 meters in 1 minute
165265005	Walks 30-59 meters in 1 minute
165265005	Walks in 1 minute 30-59 meters
165266006	Walks 60-89 meters in 1 minute
165266006	Walks in 1 minute 60-89 meters
165267002	Walks in 1 minute 90-120 meter
165267002	Walks in 1 minute 90-120 meters
165267002	Walks 90-120 meters in 1 minute
165268007	Walks more than 120 meters in 1 minute
165268007	Walks in 1 minute 120+ meters
165292004	Memory: own date of birth not known
165293009	Memory: own date of birth known
165311008	Mildly abnormal behavior
165312001	Severely abnormal behavior
165335003	Blood sample sent to hematology laboratory
165351006	Feces test due
165352004	Cerebrospinal fluid test due
16535441000119100	History of retinal hemorrhage
165355002	Patient informed of result
16535651000119101	History of eye trauma
165372009	Hematology test not needed
165373004	Hematology test performed
165374005	Hematology test requested
165375006	Blood sent for hematology test
165376007	Patient refused hematology test
165377003	Hematology test request - not done
165378008	Hematology result not back yet
165384006	On examination - inspection of blood
165385007	On examination - blood looks normal
165386008	On examination - blood looks pale
165387004	On examination - blood looks deep yellow
16538751000119104	Blocked sensation of both ears
16538751000119104	Sensation of blocked bilateral ears
165388009	On examination - blood fails to clot
165389001	On examination - retraction of blood clot
165390005	On examination - fat globules in blood
165393007	Hemoglobin not estimated
165394001	Hemoglobin requested
165395000	Hemoglobin - sample sent
165396004	Hemoglobin very low
165397008	Hemoglobin low
